candidate_id,source_repository,title,doi,url,publisher,year,license_declared,access_declared,files_n,size_bytes,resource_type,matched_query,relevance_score,provisional_tier,mentions_ultrasound,mentions_dataset
10.5061/dryad.4tq73,zenodo,Data from: Impact of point-of-care ultrasound on clinical decision-making at an urban emergency department in Tanzania,10.5061/dryad.4tq73,https://zenodo.org/records/4968098,,2019,cc-zero,open,6,195420,dataset,cardiac ultrasound,-2,none,True,False
10.5281/zenodo.14678908,zenodo,"""Relationship of Clinical Factors with Mortality in Epidural Hematoma Among Pediatric Age Groups: A Retrospective Cohort Study in Indonesia""",10.5281/zenodo.14678908,https://zenodo.org/records/14678908,,2025,cc-by-4.0,open,1,78904,dataset,epidural ultrasound,-2,T0,False,False
10.5061/dryad.w0vt4b8z8,zenodo,Four-dimensional computational ultrasound imaging of brain hemodynamics,10.5061/dryad.w0vt4b8z8,https://zenodo.org/records/10524756,,2024,cc-zero,open,5,113267707,dataset,epidural ultrasound,-2,none,True,False
10.5281/zenodo.15239105,zenodo,Global Ultrasound Devices Market 2024 To 2033,10.5281/zenodo.15239105,https://zenodo.org/records/15239105,,2024,cc-by-4.0,open,1,613,dataset,epidural ultrasound,-2,none,True,False
10.5281/zenodo.19604874,zenodo,"Data for ""Fixed-phase Resonance Tracking for Fast Nonlinear Resonant Ultrasound Spectroscopy""",10.5281/zenodo.19604874,https://zenodo.org/records/19604874,,2026,cc-by-4.0,open,5,2441823378,dataset,epidural ultrasound,-2,none,True,False
10.5061/dryad.bn184,zenodo,Data from: New insights on equid locomotor evolution from the lumbar region of fossil horses,10.5061/dryad.bn184,https://zenodo.org/records/4995638,,2016,cc-zero,open,2,468068,dataset,lumbar puncture ultrasound,-2,T0,False,False
10.5281/zenodo.21129090,zenodo,"Study Data. Equivalence Trial on the Effectiveness, Safety and Usability of Spinal Whitacre Needles",10.5281/zenodo.21129090,https://zenodo.org/records/21129090,,2026,cc-by-4.0,open,4,2981396,dataset,lumbar puncture ultrasound,-2,T1,False,True
10.5061/dryad.550sg,zenodo,Data from: A technical note on variable inter-frame interval as a cause of non-physiological experimental artefacts in ultrasound,10.5061/dryad.550sg,https://zenodo.org/records/4989216,,2017,cc-zero,open,5,346635433,dataset,musculoskeletal ultrasound,-2,none,True,False
10.5281/zenodo.21476290,zenodo,Duputreyn Ultrasound-Guided PNF Meta-Analysis - Data sheet,10.5281/zenodo.21476290,https://zenodo.org/records/21476290,,2026,cc-by-4.0,open,1,154418,dataset,needle tracking ultrasound,-2,none,True,False
10.5281/zenodo.12087088,zenodo,Ultrasound data in knee osteoarthritis in a co0mmunity-based healthcare facility,10.5281/zenodo.12087088,https://zenodo.org/records/12087088,,2024,cc-by-4.0,open,1,13182,dataset,neuraxial ultrasound,-2,none,True,False
10.5281/zenodo.18611121,zenodo,Interferometric Synthetic Aperture Sonar imagery and bathymetry of the Scotian Shelf,10.5281/zenodo.18611121,https://zenodo.org/records/18611121,,2026,cc-by-4.0,embargoed,0,0,dataset,robotic ultrasound spine,-2,T1,False,True
10.5281/zenodo.6985022,zenodo,Dendritic Spine Datasets,10.5281/zenodo.6985022,https://zenodo.org/records/6985022,,2022,cc-by-4.0,open,7,3243183733,dataset,robotic ultrasound spine,-2,T1,False,True
10.5068/d1qd60,zenodo,SMART FUS: Surrogate model of attenuation and refraction in transcranial focused ultrasound,10.5068/D1QD60,https://zenodo.org/records/5834608,,2022,cc-zero,open,2,2709587882,dataset,ultrasound bone segmentation,-2,none,True,False
10.5281/zenodo.6108435,zenodo,A micro-CT of a human skull,10.5281/zenodo.6108435,https://zenodo.org/records/6108435,,2022,cc-by-4.0,open,5,18166930918,dataset,ultrasound bone segmentation,-2,T1,False,True
10.5281/zenodo.19841744,zenodo,THE ROLE OF ADVANCED RADIOLOGICAL IMAGING IN PEDIATRIC DIAGNOSTICS: MODERN APPROACHES AND CLINICAL APPLICATIONS,10.5281/zenodo.19841744,https://zenodo.org/records/19841744,,2026,cc-by-4.0,open,1,149216,dataset,ultrasound CT registration spine,-2,none,True,False
10.5281/zenodo.18792400,zenodo,"MODERN DIAGNOSTIC RADIOLOGY: CLINICAL APPLICATIONS, TECHNOLOGICAL PRINCIPLES AND EVIDENCE-BASED INTERPRETATION STRATEGIES",10.5281/zenodo.18792400,https://zenodo.org/records/18792400,,2026,cc-by-4.0,open,1,213367,dataset,ultrasound CT registration spine,-2,none,True,False
10.5281/zenodo.21411726,zenodo,Spine bone,10.5281/zenodo.21411726,https://zenodo.org/records/21411726,,2026,cc-by-nc-sa-4.0,open,21,76203352,dataset,ultrasound CT registration spine,-2,T1,False,True
10.5281/zenodo.15189761,zenodo,"BoneDat, a database of standardized bone morphology for in-sillico analyses",10.5281/zenodo.15189761,https://zenodo.org/records/15189761,,2025,cc-by-4.0,open,1,3735101444,dataset,ultrasound CT registration spine,-2,T1,False,True
10.5281/zenodo.10351675,zenodo,Mammoth vertebra,10.5281/zenodo.10351675,https://zenodo.org/records/10351675,,2017,cc-by-nc-1.0,open,5,63623630,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10250735,zenodo,Mammoth - Vertebra,10.5281/zenodo.10250735,https://zenodo.org/records/10250735,,2018,cc-by-nc-1.0,open,6,28111878,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10263050,zenodo,Deer vertebra,10.5281/zenodo.10263050,https://zenodo.org/records/10263050,,2017,cc-by-nc-1.0,open,5,29773366,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10342131,zenodo,Mammoth - Juvenile vertebra,10.5281/zenodo.10342131,https://zenodo.org/records/10342131,,2018,cc-by-nc-1.0,open,6,27786439,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10228741,zenodo,First Cervical Vertebra,10.5281/zenodo.10228741,https://zenodo.org/records/10228741,,2016,cc-by-4.0,open,8,7292488,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10261837,zenodo,Vertebra dorsal sauropodo,10.5281/zenodo.10261837,https://zenodo.org/records/10261837,,2020,cc-by-4.0,open,6,62314574,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10237713,zenodo,Second Cervical Vertebra,10.5281/zenodo.10237713,https://zenodo.org/records/10237713,,2016,cc-by-4.0,open,8,8016707,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10311971,zenodo,Eocene whale vertebra,10.5281/zenodo.10311971,https://zenodo.org/records/10311971,,2020,cc-by-4.0,open,6,9515327,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10304227,zenodo,Fourth Cervical Vertebra,10.5281/zenodo.10304227,https://zenodo.org/records/10304227,,2016,cc-by-4.0,open,8,7101802,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.10388933,zenodo,Vertebra w/ embedded point,10.5281/zenodo.10388933,https://zenodo.org/records/10388933,,2018,cc-by-4.0,open,6,88573769,dataset,vertebra ultrasound,-2,T1,False,True
10.5281/zenodo.5896952,zenodo,Dataset from: Sport improved 18-month results in a prospective cohort of 785 adolescents with idiopathic scoliosis braced full-time,10.5281/zenodo.5896952,https://zenodo.org/records/5896952,,2022,cc-by-4.0,open,1,1253145,dataset,3D ultrasound spine,-3,T1,False,True
10.5281/zenodo.8305775,zenodo,"Data set from ""Personal and clinical determinants of thermosensors' evaluated brace wearing time in a large sample of highly adherent ado-lescents with idiopathic scoliosis""",10.5281/zenodo.8305775,https://zenodo.org/records/8305775,,2023,cc-by-4.0,open,1,87940,dataset,3D ultrasound spine,-3,T1,False,True
10.5281/zenodo.7874737,zenodo,"Dataset from ""Night-time bracing could reduce pain in adults with scoliosis: Six months results of a pilot retrospective controlled study""",10.5281/zenodo.7874737,https://zenodo.org/records/7874737,,2023,cc-by-4.0,open,1,90355,dataset,3D ultrasound spine,-3,T1,False,True
10.5281/zenodo.21292972,zenodo,"CLINICAL AND ANATOMICAL FEATURES, DIAGNOSIS, AND MODERN TREATMENT METHODS OF INTERVERTEBRAL DISC HERNIATION",10.5281/zenodo.21292972,https://zenodo.org/records/21292972,,2026,cc-by-4.0,open,1,298062,dataset,lumbar puncture ultrasound,-3,T1,False,False
10.5281/zenodo.19575272,zenodo,ANATOMY OF THE VERTEBRAL COLUMN AND ITS COMMON PATHOLOGIES,10.5281/zenodo.19575272,https://zenodo.org/records/19575272,,2026,cc-by-4.0,open,1,225424,dataset,lumbar spine ultrasound,-3,T1,False,False
10.5281/zenodo.7891690,zenodo,Data and Code for Needle Tracking and Temperature Sensing with Miniature Magneto-Mechanical Resonators,10.5281/zenodo.7891690,https://zenodo.org/records/7891690,,2023,cc-by-nc-4.0,open,1,485500198,dataset,needle tracking ultrasound,-3,T2,False,False
10.5281/zenodo.6469615,zenodo,"Data set from ""Impact of the Free-Pelvis innovation in very rigid braces for adolescents with idiopathic scoliosis: short-term results of a matched case-control study""",10.5281/zenodo.6469615,https://zenodo.org/records/6469615,,2022,cc-by-4.0,open,1,178585,dataset,robotic ultrasound spine,-3,T1,False,True
10.5281/zenodo.15075857,zenodo,"Dataset from a still non-published study titled ""SCaRES – Scoliosis Caregiver Response and Emotional Scale: a Rasch-validated questionnaire to measure the psychological impact of children's scoliosis on their parents""",10.5281/zenodo.15075857,https://zenodo.org/records/15075857,,2025,cc-by-4.0,open,1,1032981,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.7798331,zenodo,"Search strategies for generic justification for a slot scanning, biplanar X-ray imaging system (EOS™ imaging system) for the diagnosis and assessment of orthopaedic conditions.",10.5281/zenodo.7798331,https://zenodo.org/records/7798331,,2023,cc-by-4.0,open,1,665912,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.6125485,zenodo,Data set from: Effect of curve location on the severity index for adolescent idiopathic scoliosis: a longitudinal cohort study,10.5281/zenodo.6125485,https://zenodo.org/records/6125485,,2021,,restricted,0,0,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.11579852,zenodo,"Dataset from ""An effective Active Self-Correction in standing without external aids is possible in Adolescents with Idiopathic Scoliosis: a Cross-Sectional Study""",10.5281/zenodo.11579852,https://zenodo.org/records/11579852,,2024,cc-by-4.0,open,1,83201,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.7698680,zenodo,A  antibody-based array reveals a serum protein signature as biomarker for adolescent idiopathic scoliosis patients,10.5281/zenodo.7698680,https://zenodo.org/records/7698680,,2023,cc-by-4.0,open,1,900518,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.15125065,zenodo,"Dataset from a still non-published study titled ""GEOGRAPHIC, PERSONAL AND CLINICAL DETERMINANTS OF BRACE-WEARING TIME IN ADOLESCENTS WITH IDIOPATHIC SCOLIOSIS""",10.5281/zenodo.15125065,https://zenodo.org/records/15125065,,2025,cc-by-4.0,open,1,397185,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.10555779,zenodo,Measuring Quality of Life in Adults with Scoliosis: A Cross-Sectional Study Comparing SRS-22 and ISYQOL Questionnaires,10.5281/zenodo.10555779,https://zenodo.org/records/10555779,,2024,cc-by-4.0,open,1,113781,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.15118191,zenodo,"Dataset from a still non-published study titled ""The ""Idiopathic Scoliosis Graphical Representation Of Worsening Trend of natural History"" (IS-GROWTH) communication tool provides a reliable prediction useful to manage lo",10.5281/zenodo.15118191,https://zenodo.org/records/15118191,,2025,cc-by-4.0,open,1,384512,dataset,scoliosis ultrasound,-3,T1,False,True
10.5281/zenodo.10069911,zenodo,DICOM converted annotations for the Prostate-MRI-US-Biopsy collection,10.5281/zenodo.10069911,https://zenodo.org/records/10069911,,2023,cc-by-4.0,open,2,145025097,dataset,tracked ultrasound spine,-3,T2,False,True
10.5281/zenodo.11204521,zenodo,Tracked trajectories Gyrodinium dominans,10.5281/zenodo.11204521,https://zenodo.org/records/11204521,,2024,cc-by-4.0,open,1,9054967873,dataset,tracked ultrasound spine,-3,T1,False,True
10.5281/zenodo.11208277,zenodo,Tracked trajectories Karlodinium armiger,10.5281/zenodo.11208277,https://zenodo.org/records/11208277,,2024,cc-by-4.0,open,10,2968377126,dataset,tracked ultrasound spine,-3,T1,False,True
10.5281/zenodo.11219173,zenodo,Tracked trajectories Oxyrris marina,10.5281/zenodo.11219173,https://zenodo.org/records/11219173,,2024,cc-by-4.0,open,1,14203339030,dataset,tracked ultrasound spine,-3,T1,False,True
10.5281/zenodo.10407181,datacite,Comparative study between Dexmedetomidine with Bupivacaine and Bupivacaine alone in erector spinae plane block for postoperative pain control of posterior lumbosacral spine fixation surgeries: A randomized controlled tri,10.5281/zenodo.10407181,https://zenodo.org/doi/10.5281/zenodo.10407181,Zenodo,2023,cc-by-4.0,,,,,lumbar spine ultrasound,-4,T1,False,False
10.5281/zenodo.10407180,datacite,Comparative study between Dexmedetomidine with Bupivacaine and Bupivacaine alone in erector spinae plane block for postoperative pain control of posterior lumbosacral spine fixation surgeries: A randomized controlled tri,10.5281/zenodo.10407180,https://zenodo.org/doi/10.5281/zenodo.10407180,Zenodo,2023,cc-by-4.0,,,,,lumbar spine ultrasound,-4,T1,False,False
openaire:Evaluation of US Assistance for Anesthesia Trainees for Spinal Placement in Parturients Having Caesarean Sectio,openaire,Evaluation of US Assistance for Anesthesia Trainees for Spinal Placement in Parturients Having Caesarean Section: A Randomized Control Trial,,,,2011,,,,,,spinal anesthesia ultrasound,-4,T1,False,False
10.6084/m9.figshare.c.7740085.v1,openaire,Administration practices of and adherence to nusinersen in children with spinal muscular atrophy: a multicenter disease registry study in China,10.6084/m9.figshare.c.7740085.v1,,,2025,,,,,,lumbar puncture ultrasound,-4,T1,False,False
"openaire:A Comparison of Cervical Spine Mobilization and ""Standard"" Physical Therapy Intervention in the Treatment of Ch",openaire,"A Comparison of Cervical Spine Mobilization and ""Standard"" Physical Therapy Intervention in the Treatment of Chronic Neck Pain, A Pilot Study",,,,2010,,,,,,tracked ultrasound spine,-4,T1,False,False
openaire:Effect of Treatment on Activity and Muscle Function in Pediatric Patients With Scoliosis (SAMUS SCOLI),openaire,Effect of Treatment on Activity and Muscle Function in Pediatric Patients With Scoliosis (SAMUS SCOLI),,,,2015,,,,,,scoliosis ultrasound,-4,T1,False,False
10.6084/m9.figshare.c.8372731.v1,openaire,Administration practice and adherence of nusinersen in adults with 5q-spinal muscular atrophy in China: an ambispective multicenter study,10.6084/m9.figshare.c.8372731.v1,,,2026,,,,,,scoliosis ultrasound,-4,T1,False,False
10.5445/ir/1000154075,zenodo,3D USCT III Open Dataset (Phantom 4),10.5445/IR/1000154075,https://zenodo.org/records/7869282,,2023,,open,1,255,dataset,3D ultrasound spine,-4,T3,False,True
10.5281/zenodo.17312095,zenodo,3d_CAD files of a human spine with lattice based infill for simulated training,10.5281/zenodo.17312095,https://zenodo.org/records/17312095,,2025,cc-by-4.0,restricted,0,0,dataset,3D ultrasound spine,-4,T1,False,False
10.5061/dryad.5878v18,zenodo,Data from: The influence of cactus spine surface structure on puncture performance and anchoring ability is tuned for ecology,10.5061/dryad.5878v18,https://zenodo.org/records/4977354,,2018,cc-zero,open,1,102533,dataset,lumbar puncture ultrasound,-4,T1,False,False
10.5061/dryad.272gd5n,zenodo,Data from: Single mechanosensory neurons encode lateral displacements using precise spike timing and thresholds,10.5061/dryad.272gd5n,https://zenodo.org/records/5004128,,2018,cc-zero,open,1,470499,dataset,nerve ultrasound,-4,T1,False,False
10.5061/dryad.nh109,zenodo,Data from: Noninvasive electroencephalogram based control of a robotic arm for reach and grasp tasks,10.5061/dryad.nh109,https://zenodo.org/records/4933631,,2017,cc-zero,open,7,2104881304,dataset,robotic ultrasound spine,-4,T1,False,False
10.5281/zenodo.5524201,zenodo,Spine-project/spine-cs-a5:,10.5281/zenodo.5524201,https://zenodo.org/records/5524201,,2021,other-open,open,1,313882,dataset,robotic ultrasound spine,-4,T1,False,False
10.5281/zenodo.5524264,zenodo,Spine-project/spine-cs-c2:,10.5281/zenodo.5524264,https://zenodo.org/records/5524264,,2021,other-open,open,1,1485199,dataset,robotic ultrasound spine,-4,T1,False,False
10.5281/zenodo.5526289,zenodo,Spine-project/spine-cs-a1:,10.5281/zenodo.5526289,https://zenodo.org/records/5526289,,2021,other-open,open,1,3705115,dataset,robotic ultrasound spine,-4,T1,False,False
10.5281/zenodo.18649065,zenodo,MORPHOMETRIC PARAMETERS OF CHILDREN OF 10 YEARS OLD,10.5281/zenodo.18649065,https://zenodo.org/records/18649065,,2026,cc-by-4.0,open,1,246188,dataset,scoliosis ultrasound,-4,T1,False,False
"10.2174/0125896458339013241009102454, 2024, 18, e25896458339013",zenodo,Multiple Risk Factors Analysis of Post-dural Puncture Headache (PDPH) among Parturient Patients Underwent Caesarean Section at Obstetric Hospitals in Somaliland,"10.2174/0125896458339013241009102454, 2024, 18, e25896458339013",https://zenodo.org/records/13923127,,2024,cc-by-4.0,open,1,20158,dataset,spinal anesthesia ultrasound,-4,T1,False,False
10.5281/zenodo.15212310,zenodo,The Effect of Spinal and General Anesthesia on Sperm Parameters in Subinguinal Microsurgical Varicocelectomy,10.5281/zenodo.15212310,https://zenodo.org/records/15212310,,2025,cc-by-4.0,open,1,112885,dataset,spinal anesthesia ultrasound,-4,T1,False,False
10.5281/zenodo.11455227,zenodo,ISMR 2024 Multimodal Spine Registration,10.5281/zenodo.11455227,https://zenodo.org/records/11455227,,2024,cc-by-4.0,open,2,912934283,dataset,ultrasound CT registration spine,-4,T1,False,False
10.5281/zenodo.10230707,zenodo,Whale Vertebra,10.5281/zenodo.10230707,https://zenodo.org/records/10230707,,2022,cc-by-4.0,open,6,84187810,dataset,vertebra ultrasound,-4,T1,False,False
10.5061/dryad.8cz8w9gmj,zenodo,Data from: A highly pneumatic 'mid Cretaceous' theropod from the British Lower Greensand,10.5061/dryad.8cz8w9gmj,https://zenodo.org/records/3963110,,2020,cc-zero,open,1,239296,dataset,vertebra ultrasound,-4,T1,False,False
10.5281/zenodo.10365700,zenodo,Miocene seal vertebra,10.5281/zenodo.10365700,https://zenodo.org/records/10365700,,2020,cc-by-4.0,open,6,12782465,dataset,vertebra ultrasound,-4,T1,False,False
